year,player,pos,height_0,weight_0,forty,vertical,bench,broad,threecone,shuttle,school_abbr,overall,team_abbr,pos_rk,ovr_rk,grade,side,category
2012,Darrell Scott,2.0,,231,4,31,,,,,NaN,,NaN,,,,NaN,NaN
2013,Quinn Sharp,15.0,,189,4,,,,,,38.0,NA,0.0,2,214,49,NaN,NaN
2016,Brandon Allen,10.0,,217,4,28,,110,7,4,25.0,201,13.0,6,105,69,0.0,7.0
2017,Solomon Thomas,4.0,,273,4,35,30,126,6,4,16.0,3,1.0,1,3,94,1.0,1.0
2021,Greg Newsome,19.0,,192,4,40,18,123,6,4,NaN,,NaN,,,,NaN,NaN
2000,Renard Cox,1.0,,192,4,38,13,111,7,,NaN,,NaN,,,,NaN,NaN
2001,Keydrick Vincent,8.0,,328,5,32,23,94,,,NaN,,NaN,,,,NaN,NaN
2006,Bobby Carpenter,7.0,,256,4,,,,,,3.0,18,4.0,4,30,90,1.0,4.0
2007,Paul Thompson,0.0,,216,4,33,,127,6,4,NaN,,NaN,,,,NaN,NaN
2010,David Pender,1.0,,180,4,39,8,124,,,NaN,,NaN,,,,NaN,NaN
2014,Demetri Goodson,1.0,,194,4,37,11,123,6,4,41.0,197,15.0,32,238,41,1.0,0.0
2022,Jerrion Ealy,2.0,,189,4,34,,128,,,NaN,,NaN,,,,NaN,NaN
2009,David Johnson,16.0,,260,4,32,21,113,7,4,90.0,241,5.0,15,NA,39,0.0,5.0
2010,Brian Price,6.0,,303,5,28,34,96,,,29.0,35,10.0,7,40,87,1.0,1.0
2011,Nick Bellore,11.0,,245,4,32,23,109,6,4,NaN,,NaN,,,,NaN,NaN
2015,Derron Smith,3.0,,200,4,,,,,,43.0,197,7.0,6,111,68,1.0,0.0
2019,Travis Fulgham,0.0,,215,4,36,15,126,,,156.0,184,9.0,13,89,73,0.0,2.0
2021,Camryn Bynum,1.0,,196,4,34,,129,6,4,35.0,125,3.0,21,130,66,1.0,0.0
2022,Sean Rhyan,8.0,,321,5,33,,110,7,4,NaN,,NaN,,,,NaN,NaN
2002,Seth McKinney,12.0,,300,4,33,23,105,7,4,15.0,90,24.0,NA,NA,NA,0.0,3.0
2004,Corey Williams,6.0,,313,5,28,25,106,7,4,90.0,179,15.0,20,189,55,1.0,0.0
2006,Sam Paulescu,15.0,,190,4,,,,,,NaN,,NaN,,,,NaN,NaN
2009,Marquez Branson,16.0,,247,4,35,22,109,,,NaN,,NaN,,,,NaN,NaN
2009,James Davis,2.0,,218,4,32,17,109,7,4,5.0,195,14.0,11,124,63,0.0,5.0
2012,Brandon Marshall,7.0,,242,4,30,28,108,7,4,82.0,142,13.0,20,215,42,0.0,2.0
2017,Joe Mathis,4.0,,266,,,24,,,,NaN,,NaN,,,,NaN,NaN
2017,Dan Skipper,5.0,,309,5,26,,97,7,5,25.0,NA,0.0,20,302,36,NaN,NaN
2017,TreDavious White,1.0,,192,4,32,16,119,6,4,NaN,,NaN,,,,1.0,0.0
2018,Tremaine Edmunds,13.0,,253,4,,19,117,,,22.0,16,2.0,2,12,91,1.0,4.0
2020,Kyle Murphy,14.0,,316,5,28,19,104,7,4,16.0,200,15.0,13,166,58,0.0,3.0
2020,Arryn Siposs,15.0,,213,5,,,,,,NaN,,NaN,,,,NaN,NaN
2022,David Bell,0.0,,212,4,33,,118,7,4,NaN,,NaN,,,,NaN,NaN
2000,Anthony White,2.0,,195,4,32,,118,7,4,NaN,,NaN,,,,NaN,NaN
2001,Arnold Jackson,0.0,,167,4,41,,127,7,4,NaN,,NaN,,,,NaN,NaN
2007,Chris Henry,2.0,,230,4,36,26,127,6,4,53.0,50,12.0,7,84,75,0.0,2.0
2007,LaRon Landry,3.0,,213,4,37,,123,,,1.0,6,23.0,1,5,97,1.0,0.0
2010,Clay Harbor,16.0,,252,4,40,30,120,,4,154.0,125,8.0,9,NA,63,0.0,6.0
2022,JT Woods,3.0,,195,4,39,,128,,,NaN,,NaN,,,,NaN,NaN
2002,Tim Stratton,9.0,,251,4,27,15,101,,,NaN,,NaN,,,,NaN,NaN
2003,Ronald Bellamy,0.0,,208,4,30,,119,7,4,NaN,,NaN,,,,NaN,NaN
2003,L.J. Smith,9.0,,258,4,37,26,122,6,4,66.0,61,8.0,NA,NA,NA,0.0,6.0
2004,Arnold Parker,3.0,,213,4,35,18,120,6,4,NaN,,NaN,,,,NaN,NaN
2005,Eric Green,1.0,,198,4,38,,120,,3,22.0,75,16.0,8,48,86,0.0,6.0
2007,Adam Podlesh,15.0,,202,4,,,,,,40.0,101,13.0,2,164,57,2.0,8.0
2017,Darreus Rogers,0.0,,216,,26,8,112,7,4,NaN,,NaN,,,,NaN,NaN
2017,Mike Williams,0.0,,218,,32,15,121,,,27.0,101,10.0,16,NA,67,1.0,4.0
2020,Evan Weaver,13.0,,237,4,32,15,117,7,4,35.0,202,16.0,11,247,39,1.0,4.0
2021,Kayode Awosika,14.0,,307,5,30,28,100,8,4,119.0,NA,0.0,12,160,59,NaN,NaN
2022,Tr� Turner,0.0,,184,4,27,,113,7,4,NaN,,NaN,,,,NaN,NaN
2002,Tim Carter,0.0,,190,4,39,,126,6,3,21.0,46,25.0,NA,NA,NA,0.0,2.0
2005,Michael Goolsby,11.0,,249,4,29,,112,7,4,NaN,,NaN,,,,NaN,NaN
2007,Clark Harris,9.0,,261,4,32,21,112,,4,66.0,243,15.0,9,170,56,0.0,6.0
2011,Andrew Jackson,8.0,,299,5,28,25,98,7,4,43.0,210,19.0,8,158,59,1.0,4.0
2011,Keith Smith,0.0,,214,4,,,,,,126.0,73,9.0,11,70,78,1.0,0.0
2013,Tourek Williams,4.0,,260,4,33,25,112,,,134.0,179,26.0,24,225,47,1.0,1.0
2018,K.J. Malone,8.0,,303,5,29,15,103,,,1.0,NA,0.0,19,316,33,NaN,NaN
2019,James Williams,2.0,,197,4,36,,118,7,4,19.0,158,28.0,NA,NA,NA,0.0,2.0
2021,Royce Newman,14.0,,310,5,28,23,104,7,4,37.0,142,15.0,19,245,38,0.0,3.0
2005,Brandon Jones,0.0,,210,4,37,,114,7,4,8.0,70,24.0,8,111,68,0.0,2.0
2006,Donte Whitner,3.0,,204,4,40,18,132,,,NaN,,NaN,,,,1.0,0.0
2010,Anthony Davis,5.0,,323,5,33,21,99,8,4,32.0,243,11.0,12,108,70,0.0,5.0
2010,Myron Rolle,3.0,,215,4,36,21,124,6,4,2.0,207,12.0,15,NA,50,1.0,0.0
2014,Uani' Unga,11.0,,231,4,,,,,,NaN,,NaN,,,,NaN,NaN
2015,Kevin Johnson,1.0,,188,4,41,,130,6,3,67.0,16,30.0,3,15,90,1.0,0.0
2018,D.J. Moore,0.0,,210,4,39,15,132,6,4,40.0,24,20.0,2,22,89,1.0,0.0
2020,Justin Madubuike,17.0,,293,4,,31,,7,,15.0,71,6.0,4,40,86,1.0,1.0
2001,Brent McCaffrey,8.0,,282,5,,,,,,NaN,,NaN,,,,NaN,NaN
2004,Renaldo Works,2.0,,222,4,30,21,115,7,4,NaN,,NaN,,,,NaN,NaN
2007,Joe Staley,5.0,,306,4,,27,,,,102.0,28,1.0,3,21,92,0.0,3.0
2011,Jacquizz Rodgers,2.0,,196,4,33,,113,7,4,59.0,145,19.0,11,105,71,0.0,5.0
2012,Chandler Harnish,10.0,,219,4,32,,112,6,4,108.0,253,11.0,11,NA,33,0.0,7.0
2012,Johnny Thomas,3.0,,206,4,35,20,123,7,4,41.0,192,23.0,NA,NA,NA,1.0,0.0
2013,Jonathan Stewart,11.0,,242,4,31,19,118,7,4,17.0,13,20.0,3,13,95,0.0,5.0
2014,Dontae Johnson,1.0,,200,4,38,12,124,6,4,48.0,129,1.0,14,97,68,1.0,0.0
2020,Chris Miller,3.0,,190,4,35,12,133,7,4,41.0,NA,0.0,22,279,34,0.0,7.0
2020,Adam Trautman,9.0,,255,4,34,18,114,6,4,239.0,105,28.0,2,63,77,0.0,6.0
2021,Marquez Stevenson,0.0,,180,4,33,,122,6,4,75.0,203,2.0,24,143,63,0.0,2.0
2002,David Garrard,10.0,,235,4,33,,111,7,4,73.0,108,13.0,NA,NA,NA,0.0,7.0
2004,J.P. Losman,10.0,,224,4,33,,116,,,96.0,22,2.0,4,30,89,0.0,7.0
2007,Andrew Carnahan,5.0,,306,5,,22,,,,36.0,252,13.0,24,268,35,0.0,3.0
2008,Harry Douglas,0.0,,176,4,31,,120,6,4,33.0,84,19.0,20,148,59,0.0,2.0
2017,Brad Kaaya,10.0,,214,,,,,,,13.0,215,9.0,8,116,69,0.0,7.0
2017,Forrest Lamp,8.0,,309,5,27,34,111,7,4,94.0,38,33.0,1,16,90,0.0,3.0
2021,Tyler Vaughns,0.0,,190,4,31,7,120,7,4,0.0,NA,0.0,19,122,68,NaN,NaN
2005,Alphonso Hodge,1.0,,203,4,34,20,,,3,106.0,147,27.0,20,194,55,1.0,0.0
2013,Abry Jones,6.0,,313,5,26,30,101,,,NaN,,NaN,,,,NaN,NaN
2014,Dustin Vaughan,10.0,,235,4,29,,108,7,4,NaN,,NaN,,,,NaN,NaN
2015,Nick Boyle,9.0,,268,5,30,20,112,7,4,123.0,171,6.0,11,183,49,0.0,6.0
2015,Lorenzo Doss,1.0,,182,4,33,9,115,7,4,96.0,164,21.0,23,185,49,1.0,0.0
2015,Trae Waynes,1.0,,186,4,38,19,122,7,4,23.0,11,3.0,1,10,91,1.0,0.0
2019,Jackson Barton,5.0,,310,5,27,25,109,7,4,18.0,240,11.0,23,233,50,0.0,3.0
2022,Tyrese Robinson,8.0,,317,5,22,,100,8,4,NaN,,NaN,,,,NaN,NaN
2005,DeCori Birmingham,2.0,,210,4,34,14,118,7,4,NaN,,NaN,,,,NaN,NaN
2007,Chris Houston,1.0,,185,4,36,27,122,6,4,25.0,41,19.0,4,32,90,1.0,0.0
2010,Sam Maxwell,7.0,,246,4,33,,108,7,4,NaN,,NaN,,,,NaN,NaN
2010,Chris McGaha,0.0,,201,4,40,19,122,,4,NaN,,NaN,,,,NaN,NaN
2011,Ricky Elmore,4.0,,255,4,31,26,106,7,4,NaN,,NaN,,,,1.0,1.0
2017,Chunky Clements,6.0,,301,,,23,,,,51.0,NA,0.0,22,297,36,NaN,NaN
2001,Brandon Winey,5.0,,301,5,,,,,,1.0,164,24.0,NA,NA,NA,0.0,3.0
2008,Caleb Campbell,3.0,,229,4,,24,,,,198.0,218,9.0,23,NA,30,1.0,0.0
2008,Franklin Dunbar,5.0,,327,5,24,27,101,8,5,NaN,,NaN,,,,NaN,NaN
2009,Jake Ingram,21.0,,232,4,,15,,,,74.0,198,22.0,1,NA,39,0.0,3.0
2009,DeAndre Wright,1.0,,198,4,34,17,122,7,4,101.0,200,25.0,41,NA,30,1.0,0.0
2013,Tharold Simon,1.0,,202,4,34,9,128,,,1.0,138,17.0,33,NA,40,1.0,0.0
2015,Nick O'Leary,9.0,,252,4,30,21,110,7,4,2.0,194,2.0,6,143,59,0.0,6.0
2016,Keyarris Garrett,0.0,,220,4,36,14,128,7,4,122.0,NA,0.0,27,196,53,NaN,NaN
2017,Jake Butt,9.0,,246,,,,,,,14.0,145,21.0,5,67,78,0.0,6.0
2021,Nolan Laufenberg,14.0,,312,5,29,,105,7,4,NaN,,NaN,,,,NaN,NaN
2000,Aric Morris,3.0,,211,4,,24,,,,23.0,135,12.0,NA,NA,NA,1.0,0.0
2000,James Williams,0.0,,180,4,36,,123,7,4,65.0,175,17.0,NA,NA,NA,0.0,5.0
2002,Omar Easy,16.0,,244,4,40,21,123,7,4,12.0,107,27.0,NA,NA,NA,0.0,5.0
2005,Mike Williams,0.0,,229,4,36,,,,,0.0,10,9.0,2,7,97,0.0,6.0
2009,Rhett Bomar,10.0,,225,4,,25,106,6,4,173.0,151,25.0,6,163,56,0.0,7.0
2009,Eddie Williams,16.0,,239,4,,23,,,,113.0,221,23.0,10,NA,30,0.0,5.0
2013,Margus Hunt,4.0,,277,4,34,38,121,7,4,103.0,53,7.0,5,42,87,1.0,1.0
2013,Luke Ingram,21.0,,258,5,,24,106,,,NaN,,NaN,,,,NaN,NaN
2014,Ryan Grant,0.0,,199,4,35,8,119,6,4,9.0,NA,0.0,26,309,36,0.0,2.0
2020,Chris Miller,3.0,,190,4,35,12,133,7,4,0.0,213,15.0,NA,NA,NA,0.0,7.0
2007,Alex Reyes,15.0,,234,,,,,,,NaN,,NaN,,,,NaN,NaN
2017,Matthew Dayes,2.0,,205,4,28,18,109,,,48.0,252,14.0,11,140,63,0.0,5.0
2018,Luke Falk,10.0,,215,,26,,103,,,58.0,199,12.0,8,96,71,0.0,7.0
2019,Vosean Joseph,13.0,,230,,,,,,,4.0,147,2.0,13,196,56,1.0,4.0
2021,David Curry,13.0,,227,,,,,,,NaN,,NaN,,,,NaN,NaN
2000,Lloyd Harrison,1.0,,190,4,37,16,119,7,4,10.0,64,23.0,NA,NA,NA,1.0,0.0
2002,Bobby Gray,3.0,,209,4,,24,112,,,87.0,140,29.0,NA,NA,NA,1.0,0.0
2005,Matt Payne,18.0,,229,4,,,,,,NaN,,NaN,,,,NaN,NaN
2006,Jimmy Williams,1.0,,213,4,,,,,,24.0,15,9.0,NA,NA,NA,1.0,0.0
2007,Tarell Brown,1.0,,190,4,33,17,111,7,4,8.0,147,1.0,13,93,73,1.0,0.0
2008,Philip Wheeler,11.0,,248,4,31,24,118,7,4,56.0,93,11.0,4,115,66,1.0,4.0
2010,Jeff Byers,12.0,,301,5,,33,,,,NaN,,NaN,,,,NaN,NaN
2014,I.K. Enemkpali,4.0,,261,4,34,28,112,7,4,87.0,NA,0.0,27,308,31,NaN,NaN
2017,Mike Williams,0.0,,218,,32,15,121,,,5.0,7,33.0,1,12,91,0.0,3.0
2018,Connor Williams,5.0,,296,5,34,26,112,7,4,8.0,50,4.0,3,37,86,0.0,3.0
2007,Jarrett Hicks,0.0,,210,4,34,,120,,,NaN,,NaN,,,,NaN,NaN
2008,Kenny Iwebema,4.0,,274,4,29,26,109,7,4,31.0,116,16.0,16,NA,54,1.0,1.0
2015,Spencer Roth,15.0,,227,5,,,,,,NaN,,NaN,,,,NaN,NaN
2016,Juston Burris,1.0,,212,4,36,19,122,7,4,48.0,118,18.0,39,342,31,1.0,0.0
2021,Thomas Schaffer,4.0,,302,,,23,,,,NaN,,NaN,,,,NaN,NaN
2022,Josh Johnson,0.0,,183,,,14,,,,130.0,NA,0.0,23,296,32,0.0,7.0
2002,Pete Rebstock,0.0,,190,4,,,,,,NaN,,NaN,,,,NaN,NaN
2003,Cecil Moore,0.0,,210,4,38,,124,7,4,NaN,,NaN,,,,NaN,NaN
2007,Jeremy Clark,6.0,,309,5,29,29,104,7,4,6.0,NA,0.0,16,196,49,1.0,0.0
2009,Javarris Williams,2.0,,223,4,33,25,116,,,84.0,212,27.0,20,249,41,0.0,5.0
2016,Tyler Matakevich,7.0,,238,4,31,22,112,7,4,78.0,246,5.0,5,142,61,1.0,4.0
2018,Keishawn Bierria,11.0,,230,4,30,21,117,7,,34.0,217,21.0,20,237,45,1.0,4.0
2021,Josh Blancato,0.0,,182,4,32,17,124,6,4,NaN,,NaN,,,,NaN,NaN
2021,DJ Daniel,19.0,,195,4,31,11,119,7,4,7.0,NA,0.0,19,117,68,NaN,NaN
2022,Treylon Burks,0.0,,225,4,33,,122,7,,NaN,,NaN,,,,NaN,NaN
2022,Delarrin Turner-Yell,3.0,,197,4,,,122,,,NaN,,NaN,,,,NaN,NaN
2022,Sam Williams,20.0,,261,4,32,,123,,,43.0,83,31.0,NA,NA,NA,1.0,1.0
2000,Mike Green,16.0,,253,4,28,25,108,7,4,75.0,213,12.0,NA,NA,NA,1.0,4.0
2002,Marquise Walker,0.0,,219,4,,,,,,14.0,86,10.0,NA,NA,NA,NaN,NaN
2004,Greg Jones,2.0,,249,4,,,,,,23.0,185,25.0,7,143,62,1.0,4.0
2007,Matt Spaeth,9.0,,270,4,,,,,,62.0,77,5.0,6,112,68,0.0,6.0
2008,Beau Bell,11.0,,244,4,,25,,,,100.0,104,14.0,5,125,64,1.0,4.0
2013,Joseph Randle,2.0,,204,4,35,,123,,,38.0,151,4.0,13,183,54,0.0,5.0
2014,Eathyn Manumaleuna,6.0,,296,5,28,29,101,7,4,NaN,,NaN,,,,NaN,NaN
2017,Tyler Orlosky,12.0,,298,,,24,,,,39.0,NA,0.0,3,155,59,NaN,NaN
2019,Jake Browning,10.0,,211,4,29,,112,7,4,NaN,,NaN,,,,NaN,NaN
2021,Eric Stokes,19.0,,194,4,38,14,128,6,4,7.0,29,15.0,10,71,76,0.0,3.0
2000,James Williams,0.0,,180,4,36,,123,7,4,65.0,175,17.0,NA,NA,NA,1.0,4.0
2001,Shad Meier,9.0,,256,4,34,20,113,7,4,47.0,90,12.0,NA,NA,NA,0.0,6.0
2004,Drew Strojny,5.0,,327,5,29,,99,7,4,NaN,,NaN,,,,0.0,3.0
2006,Gabe Watson,6.0,,339,5,25,36,96,8,4,14.0,107,16.0,3,41,87,1.0,1.0
2009,Myron Pryor,6.0,,319,5,30,,107,8,4,52.0,207,22.0,15,161,56,1.0,1.0
2011,Richard Sherman,1.0,,195,4,38,16,125,6,4,16.0,154,17.0,38,NA,30,1.0,0.0
2014,Lamin Barrow,11.0,,237,4,35,22,123,7,4,1.0,156,21.0,14,150,57,1.0,4.0
2017,Jermaine Eluemunor,8.0,,332,5,,34,,,,15.0,159,6.0,7,117,69,0.0,3.0
2017,Eddie Jackson,3.0,,201,,,10,,,,6.0,112,29.0,13,145,62,1.0,0.0
2018,Deontay Burnett,0.0,,186,,,,,,,0.0,NA,0.0,24,205,52,NaN,NaN
2019,Donovan Wilson,3.0,,199,,36,18,127,,,15.0,213,4.0,22,234,50,1.0,0.0
2020,Dom Wood-Anderson,9.0,,261,4,35,,119,,,NaN,,NaN,,,,NaN,NaN
2003,Brett Romberg,12.0,,295,5,27,27,99,8,4,NaN,,NaN,,,,NaN,NaN
2003,Todd Sievers,18.0,,214,4,,,,,,NaN,,NaN,,,,NaN,NaN
2010,Jahvid Best,2.0,,199,4,32,18,113,6,4,35.0,30,9.0,3,37,88,0.0,5.0
2013,Jordan Mills,5.0,,316,5,28,20,101,8,4,87.0,163,29.0,14,164,57,0.0,3.0
2021,Lorenzo Neal,6.0,,318,5,,27,,,,43.0,89,28.0,NA,NA,NA,0.0,5.0
2001,Fred Booker,1.0,,193,4,,,,,,NaN,,NaN,,,,NaN,NaN
2001,Dustin McClintock,16.0,,259,5,30,7,105,8,4,NaN,,NaN,,,,NaN,NaN
2001,Tupe Peko,12.0,,300,5,28,,92,8,4,NaN,,NaN,,,,0.0,3.0
2002,Freddie Milons,0.0,,190,4,33,,117,6,,6.0,162,8.0,NA,NA,NA,0.0,2.0
2004,Kris Wilson,9.0,,248,4,35,24,119,6,4,46.0,61,27.0,5,97,73,0.0,6.0
2008,Tracy Porter,1.0,,188,4,34,18,123,7,4,1.0,99,9.0,NA,NA,NA,1.0,0.0
2010,Justin Cole,7.0,,242,4,34,22,117,7,4,NaN,,NaN,,,,NaN,NaN
2012,Drake Dunsmore,16.0,,241,4,35,21,117,6,4,72.0,233,10.0,7,NA,30,0.0,6.0
2012,Emil Igwenagu,16.0,,249,4,34,19,121,7,4,131.0,NA,0.0,2,232,39,NaN,NaN
2013,Robbie Rouse,2.0,,190,4,34,15,114,6,4,NaN,,NaN,,,,NaN,NaN
2018,Demario Richard,2.0,,218,4,29,12,115,,,36.0,NA,0.0,19,287,37,NaN,NaN
2022,Alex Wright,4.0,,271,,,15,,,,NaN,,NaN,,,,NaN,NaN
2000,Ernest Grant,6.0,,316,5,29,24,98,8,5,270.0,167,24.0,NA,NA,NA,1.0,1.0
2000,Alvin McKinley,6.0,,289,5,27,22,102,7,4,19.0,120,20.0,NA,NA,NA,1.0,1.0
2001,Eric Westmoreland,7.0,,236,4,36,21,115,7,4,20.0,73,13.0,NA,NA,NA,1.0,4.0
2007,James Marten,5.0,,309,5,30,,100,7,4,42.0,67,4.0,5,66,79,0.0,3.0
2009,Courtney Greene,3.0,,212,4,34,21,116,7,4,66.0,245,17.0,12,160,56,1.0,0.0
2012,Chaz Powell,1.0,,203,4,33,17,121,6,4,NaN,,NaN,,,,NaN,NaN
2018,Davin Bellamy,20.0,,255,,,15,,,,7.0,NA,0.0,16,189,55,NaN,NaN
2018,Dashawn Hand,4.0,,297,4,31,28,111,7,4,NaN,,NaN,,,,NaN,NaN
2001,David Rivers,10.0,,223,4,31,,115,7,4,NaN,,NaN,,,,NaN,NaN
2001,Ja'Mar Toombs,16.0,,281,4,,17,,,,NaN,,NaN,,,,NaN,NaN
2008,Brad Cottam,9.0,,270,4,33,24,,,,20.0,76,27.0,5,77,77,0.0,6.0
2013,Quinton Patton,0.0,,204,4,33,8,118,6,4,87.0,128,1.0,7,58,82,0.0,2.0
2014,Tyler Gaffney,2.0,,220,4,36,,116,6,4,16.0,204,20.0,14,153,56,0.0,5.0
2015,Chris Hackett,3.0,,195,4,32,,110,7,4,49.0,NA,0.0,17,212,45,NaN,NaN
2017,Davon Gaudchaux,6.0,,310,5,,18,,,,NaN,,NaN,,,,NaN,NaN
2017,Jordan Willis,4.0,,255,4,39,24,125,6,4,47.0,73,7.0,5,45,85,1.0,4.0
2018,Brian Allen,12.0,,298,5,26,27,99,7,4,18.0,173,5.0,24,179,55,0.0,3.0
2001,Ellis Wyms,4.0,,285,4,28,,103,7,4,19.0,183,10.0,NA,NA,NA,1.0,1.0
2007,Blair Phillips,11.0,,243,4,30,23,106,7,4,NaN,,NaN,,,,NaN,NaN
2009,Ryan McKee,5.0,,296,5,,,,,,NaN,,NaN,,,,NaN,NaN
2019,Devin Bush,13.0,,234,4,40,21,124,6,4,2.0,26,19.0,NA,NA,NA,1.0,4.0
2019,Dawson Knox,9.0,,254,,34,16,,7,4,37.0,96,2.0,8,118,69,0.0,6.0
2020,Tony Brown,0.0,,198,4,33,14,119,7,4,6.0,NA,0.0,33,224,48,1.0,0.0
2000,Brad Bedell,8.0,,302,5,31,17,103,7,4,28.0,206,14.0,NA,NA,NA,0.0,3.0
2004,Alex Wade,16.0,,248,4,32,22,114,7,4,NaN,,NaN,,,,NaN,NaN
2010,Seyi Ajirotutu,0.0,,204,4,36,14,115,7,4,NaN,,NaN,,,,NaN,NaN
2011,Cliff Matthews,4.0,,257,4,32,17,112,7,4,26.0,230,19.0,16,95,73,1.0,1.0
2016,Nelson Spruce,0.0,,206,4,35,12,114,7,4,NaN,,NaN,,,,NaN,NaN
2017,Mike Williams,0.0,,218,,32,15,121,,,5.0,7,33.0,1,12,91,1.0,4.0
2018,Andre Chachere,1.0,,200,4,38,13,123,6,4,95.0,NA,0.0,37,250,43,NaN,NaN
2018,Braden Smith,8.0,,315,5,33,35,113,,4,21.0,37,11.0,6,57,82,0.0,3.0
2020,Alex Highsmith,17.0,,248,4,33,,125,7,4,201.0,102,5.0,25,265,36,1.0,4.0
2000,James Williams,0.0,,180,4,36,,123,7,4,19.0,158,28.0,NA,NA,NA,0.0,6.0
2004,Daryl Smith,7.0,,234,4,,24,,,,56.0,39,13.0,2,40,87,1.0,0.0
2005,C.J. Mosley,6.0,,314,5,27,27,100,8,4,45.0,191,3.0,7,81,77,1.0,4.0
2021,Elijah Sullivan,13.0,,214,4,,13,115,7,4,NaN,,NaN,,,,NaN,NaN
2021,Coby Weiss,18.0,,155,,,,,,,NaN,,NaN,,,,NaN,NaN
2000,Darren Davis,2.0,,189,4,32,13,109,7,4,NaN,,NaN,,,,NaN,NaN
2003,Kindal Moorehead,4.0,,285,5,32,22,104,7,4,6.0,145,20.0,NA,NA,NA,1.0,1.0
2008,Owen Tolson,15.0,,210,5,,,,,,NaN,,NaN,,,,NaN,NaN
2015,Kurtis Drummond,3.0,,208,4,39,,119,7,4,23.0,NA,0.0,14,176,50,NaN,NaN
2021,Jimmy Morrissey,14.0,,303,5,31,26,105,7,4,46.0,230,36.0,8,267,35,0.0,3.0
2022,Roger McCreary,1.0,,190,4,,,,,,NaN,,NaN,,,,NaN,NaN
2000,Bobbie Williams,5.0,,332,5,29,28,97,7,4,25.0,61,8.0,NA,NA,NA,0.0,3.0
2004,Sean Jones,3.0,,218,4,36,,122,7,,155.0,51,36.0,NA,NA,NA,1.0,0.0
2004,Nicholas Setta,18.0,,204,4,,,,,,NaN,,NaN,,,,NaN,NaN
2005,Bo Scaife,9.0,,249,4,32,24,114,7,4,8.0,179,12.0,12,216,52,0.0,6.0
2012,Jerron McMillian,3.0,,203,4,36,17,120,6,4,NaN,,NaN,,,,1.0,0.0
2012,Jacquies Smith,4.0,,253,4,31,21,110,7,4,45.0,NA,0.0,23,218,41,NaN,NaN
2014,Mike Evans,0.0,,231,4,37,12,,7,4,15.0,7,10.0,2,7,94,1.0,1.0
2015,Kyle Loomis,15.0,,221,5,,,,,,157.0,NA,0.0,1,248,40,NaN,NaN
2015,Justin Manton,18.0,,196,4,,,,,,NaN,,NaN,,,,NaN,NaN
2022,Obinna Eze,5.0,,321,5,27,18,104,8,5,NaN,,NaN,,,,NaN,NaN
2000,John Frank,4.0,,280,4,37,32,117,7,4,3.0,56,1.0,NA,NA,NA,0.0,6.0
2004,Jason Shivers,3.0,,201,4,36,19,128,,,36.0,158,32.0,7,105,69,1.0,0.0
2004,Nathan Vasher,1.0,,177,4,,,,,,8.0,110,29.0,13,91,72,1.0,0.0
2005,Justin Geisinger,5.0,,322,5,25,34,95,7,4,68.0,197,2.0,12,239,48,0.0,3.0
2006,Tony Tella,8.0,,307,5,24,24,97,8,4,NaN,,NaN,,,,NaN,NaN
2012,Caleb McSurdy,11.0,,245,4,30,26,110,7,4,116.0,222,4.0,13,NA,31,1.0,4.0
2017,Carl Lawson,4.0,,261,4,33,35,114,7,4,21.0,116,7.0,12,101,73,1.0,4.0
2017,Jeremiah Ledbetter,6.0,,280,4,32,29,113,7,4,25.0,205,9.0,14,167,58,1.0,1.0
2022,Luke Goedeke,8.0,,312,,,26,,,,NaN,,NaN,,,,NaN,NaN
2000,Mike Green,16.0,,253,4,28,25,108,7,4,75.0,213,12.0,NA,NA,NA,0.0,5.0
2006,David Lonie,15.0,,209,4,,,,,,NaN,,NaN,,,,NaN,NaN
2007,Ryan Smith,1.0,,174,4,,11,,,,4.0,206,12.0,19,141,62,1.0,0.0
2007,Marcus Thomas,6.0,,314,5,,27,,,,4.0,121,21.0,10,106,70,0.0,5.0
2007,Eric Wright,1.0,,192,4,36,16,123,6,4,45.0,40,1.0,NA,NA,NA,1.0,0.0
2013,MarQueis Gray,10.0,,240,4,30,15,111,7,4,NaN,,NaN,,,,NaN,NaN
2013,Xavier Rhodes,1.0,,210,4,40,14,132,,,2.0,25,3.0,4,40,87,1.0,0.0
2017,Cameron Sutton,1.0,,188,4,34,11,120,6,,NaN,,NaN,,,,1.0,0.0
2021,Rashad Weaver,17.0,,259,4,32,20,114,6,4,46.0,135,12.0,11,114,69,1.0,1.0
2001,Jerametrius Butler,1.0,,173,4,36,11,121,7,4,47.0,145,32.0,NA,NA,NA,1.0,0.0
2001,Hodges Mitchell,2.0,,180,4,,,,,,NaN,,NaN,,,,NaN,NaN
2007,Tyler Palko,10.0,,215,4,31,,112,7,4,46.0,NA,0.0,10,192,50,NaN,NaN
2008,Robert James,7.0,,219,4,,22,,,,36.0,138,19.0,17,NA,44,1.0,4.0
2010,Levi Brown,10.0,,229,4,31,20,106,7,4,104.0,209,2.0,7,NA,58,0.0,7.0
2012,Drew Butler,15.0,,203,5,,,,,,7.0,NA,0.0,1,243,37,NaN,NaN
2012,Matt Kalil,5.0,,306,4,27,30,,7,4,0.0,4,3.0,1,5,96,0.0,3.0
2013,Joseph Fauria,9.0,,259,4,,17,,,,29.0,NA,0.0,10,187,53,NaN,NaN
