Player,Pos,Ht,Wt,Forty,Vertical,BenchReps,BroadJump,Cone,Shuttle,Year,Team,Round,Pick,side,category,pos_abbr,school_abbr,overall,pos_rk,ovr_rk,grade
Nathan Brown,8.0,73,219,4.86,30.5,,106.0,7.43,4.44,2009,NaN,,,NaN,NaN,NaN,NaN,,,,
Chris Carter-02,6.0,73,248,4.58,36.0,27.0,114.0,6.88,4.34,2011,6.0,5,162,NaN,NaN,NaN,NaN,,,,
Jamie Henderson,1.0,73,202,4.48,40.5,10.0,125.0,6.9,4.12,2001,25.0,4,101,1.0,0.0,5.0,7.0,101,NA,NA,NA
Caleb Campbell,12.0,74,229,4.57,,24.0,,,,2008,15.0,7,218,1.0,0.0,12.0,180.0,218,23,NA,30
Davon Gaudchaux,5.0,75,310,5.27,,18.0,,,,2017,18.0,5,178,NaN,NaN,NaN,NaN,,,,
KJ Dillon,12.0,72,210,4.53,,11.0,121.0,,,2016,16.0,5,159,NaN,NaN,12.0,46.0,159,18,162,58
Shay Hodge,0.0,73,209,4.62,33.5,11.0,117.0,6.9,4.32,2010,NaN,,,NaN,NaN,NaN,NaN,,,,
Kevin Smith,2.0,73,217,4.53,32.0,,120.0,6.74,4.49,2008,15.0,3,64,0.0,6.0,1.0,27.0,185,NA,NA,NA
Langston Walker,4.0,80,344,5.26,28.5,21.0,102.0,8.09,4.95,2002,23.0,2,53,0.0,2.0,3.0,25.0,53,NA,NA,NA
Quinton Patton,0.0,72,204,4.53,33.0,8.0,118.0,6.91,4.01,2013,4.0,4,128,0.0,3.0,0.0,79.0,128,7,58,82
Vince Manuwai,7.0,74,304,5.06,29.5,27.0,107.0,7.59,4.4,2003,20.0,3,72,0.0,2.0,7.0,65.0,72,NA,NA,NA
Jarrod Baxter,15.0,73,245,4.7,32.5,23.0,116.0,7.1,4.27,2002,16.0,5,136,0.0,5.0,1.0,102.0,136,NA,NA,NA
Ron Johnson,0.0,74,225,4.7,34.5,,118.0,7.12,4.02,2002,1.0,4,123,0.0,3.0,0.0,190.0,170,NA,NA,NA
Drew Olson,8.0,74,222,5.09,23.0,,97.0,,4.42,2006,NaN,,,NaN,NaN,NaN,NaN,,,,
Al Johnson,13.0,75,305,4.95,,,,,,2003,14.0,2,38,0.0,2.0,14.0,42.0,38,NA,NA,NA
Mike McGlynn,7.0,76,311,5.38,23.0,30.0,101.0,7.58,4.72,2008,8.0,4,109,0.0,2.0,7.0,39.0,109,6,112,67
Jake Sprague,5.0,74,274,4.97,,26.0,,,,2003,NaN,,,NaN,NaN,NaN,NaN,,,,
Corvey Irvin,5.0,75,301,4.96,24.5,24.0,97.0,7.44,4.73,2009,9.0,3,93,1.0,1.0,NaN,NaN,,,,
Stephen Hill,0.0,76,215,4.36,39.5,14.0,133.0,6.88,4.48,2012,25.0,2,43,0.0,3.0,0.0,44.0,43,3,27,90
Cody Latimer,0.0,74,215,4.52,,23.0,,,,2014,13.0,2,56,0.0,3.0,0.0,85.0,56,6,35,88
Keanu Neal,12.0,72,211,4.62,38.0,17.0,132.0,7.09,4.38,2016,21.0,1,17,1.0,0.0,12.0,4.0,17,3,44,83
Anthony Alabi,4.0,77,310,5.12,32.5,18.0,105.0,7.62,4.6,2005,18.0,5,162,0.0,2.0,3.0,49.0,162,16,197,55
Rob Meier,3.0,77,284,4.99,30.5,27.0,113.0,7.49,4.52,2000,20.0,7,241,1.0,1.0,2.0,59.0,241,NA,NA,NA
Max Starks,4.0,79,350,5.56,27.5,21.0,98.0,7.88,4.65,2004,6.0,3,75,0.0,2.0,3.0,4.0,75,7,71,78
Jameel McClain,10.0,73,249,4.74,26.0,24.0,110.0,7.12,4.31,2008,NaN,,,NaN,NaN,NaN,NaN,,,,
Scott Lutrus,6.0,74,241,4.68,38.0,,121.0,6.89,4.09,2011,NaN,,,NaN,NaN,10.0,61.0,NA,12,177,54
Russell Stewart,9.0,76,251,4.92,28.5,17.0,106.0,7.46,4.3,2001,NaN,,,NaN,NaN,NaN,NaN,,,,
Tracey Wistrom,9.0,76,245,4.92,33.5,17.0,116.0,7.09,4.1,2002,17.0,7,250,0.0,6.0,8.0,19.0,250,NA,NA,NA
Copeland Bryan,3.0,76,253,4.9,33.0,16.0,117.0,7.11,4.3,2006,NaN,,,NaN,NaN,NaN,NaN,,,,
Gerald Hayes,10.0,73,238,4.75,30.5,,107.0,7.57,4.35,2003,11.0,3,70,1.0,4.0,9.0,39.0,70,NA,NA,NA
Nate Burleson,0.0,72,197,4.51,42.5,,126.0,6.96,4.16,2003,3.0,3,71,0.0,3.0,0.0,83.0,71,NA,NA,NA
Koren Robinson,0.0,73,211,4.61,,,,,,2001,0.0,1,9,0.0,3.0,0.0,0.0,9,NA,NA,NA
Terrance West,2.0,69,225,4.56,33.5,16.0,120.0,,,2014,2.0,3,94,0.0,5.0,1.0,174.0,94,8,96,68
P.J. Lonergan,13.0,75,304,5.38,,25.0,,,,2013,NaN,,,NaN,NaN,NaN,NaN,,,,
DonTrell Moore,2.0,70,210,4.64,32.0,18.0,116.0,7.1,4.32,2006,NaN,,,NaN,NaN,NaN,NaN,,,,
Joe Adams,0.0,71,179,4.51,36.0,,123.0,7.09,,2012,9.0,4,104,0.0,3.0,0.0,21.0,104,9,78,76
Nila Kasitati,7.0,75,317,5.32,27.5,12.0,107.0,8.3,4.83,2016,NaN,,,NaN,NaN,NaN,NaN,,,,
Paul Dawson,10.0,72,235,4.93,28.0,21.0,109.0,,4.49,2015,12.0,3,99,1.0,4.0,10.0,49.0,99,9,74,77
Davon Grayson,0.0,73,199,4.51,34.5,19.0,124.0,,,2018,NaN,,,NaN,NaN,0.0,77.0,NA,29,240,45
Michael Johnson-02,3.0,79,266,4.61,38.5,28.0,128.0,7.42,4.37,2009,12.0,3,70,NaN,NaN,NaN,NaN,,,,
Bobby Purify,2.0,72,210,4.67,33.5,15.0,116.0,7.22,4.13,2005,NaN,,,NaN,NaN,NaN,NaN,,,,
Kerry Hyder,5.0,74,290,5.1,29.5,20.0,108.0,7.23,4.33,2014,NaN,,,NaN,NaN,4.0,63.0,NA,29,310,31
Travian Robertson,5.0,76,302,5.12,26.0,30.0,102.0,,,2012,21.0,7,249,1.0,1.0,4.0,24.0,249,30,NA,30
Lee Ziemba,4.0,78,317,5.5,29.0,20.0,95.0,7.74,4.65,2011,9.0,7,244,0.0,2.0,3.0,18.0,244,9,104,71
Chris Combs,5.0,77,286,5.16,,22.0,,,,2000,6.0,6,173,1.0,1.0,8.0,102.0,106,NA,NA,NA
Chris Campbell,1.0,73,194,,,14.0,,,,2018,NaN,,,NaN,NaN,6.0,15.0,182,26,187,55
Nick Harris,14.0,74,221,,,,,,,2001,13.0,4,120,0.0,2.0,18.0,35.0,160,6,146,59
David Bakhtiari,4.0,76,299,5.18,25.5,28.0,101.0,7.7,4.74,2013,5.0,4,109,0.0,2.0,3.0,34.0,109,8,100,72
Patrick Venzke,4.0,78,303,5.28,34.0,,103.0,8.08,4.59,2001,NaN,,,NaN,NaN,NaN,NaN,,,,
Brodney Pool,11.0,73,207,4.52,,,,,,2005,2.0,2,34,1.0,0.0,5.0,10.0,34,2,32,90
Keaton Kristick,6.0,75,234,4.7,34.0,16.0,120.0,6.96,4.21,2010,NaN,,,NaN,NaN,NaN,NaN,,,,
Russell Wilson,8.0,71,204,4.53,34.0,,118.0,6.97,4.09,2012,0.0,3,75,0.0,7.0,11.0,64.0,75,8,104,69
Demario Davis,6.0,74,235,4.49,38.5,32.0,124.0,7.19,4.28,2012,25.0,3,77,1.0,4.0,10.0,96.0,77,6,87,72
Chris Williams,4.0,78,315,5.13,25.0,21.0,103.0,7.95,4.85,2008,26.0,1,14,0.0,2.0,3.0,75.0,14,2,10,95
Brandon Facyson,1.0,74,197,4.53,,16.0,,,,2018,NaN,,,NaN,NaN,6.0,12.0,NA,40,275,38
Trent Murphy,3.0,77,250,4.86,35.5,19.0,118.0,6.78,4.2,2014,28.0,2,47,1.0,4.0,10.0,20.0,47,7,91,69
Bruce Davis,6.0,75,252,4.78,29.0,19.0,109.0,7.34,4.47,2008,6.0,3,88,1.0,4.0,0.0,52.0,50,NA,NA,NA
Andrew Datko,4.0,78,315,5.19,29.5,,100.0,7.71,4.54,2012,5.0,7,241,0.0,2.0,3.0,5.0,241,17,202,45
Breeland Speaks,5.0,75,283,4.87,32.5,,110.0,7.63,4.65,2018,NaN,,,1.0,1.0,2.0,36.0,46,7,75,76
Kevin Payne,11.0,72,220,4.6,35.0,20.0,106.0,7.0,4.3,2007,26.0,5,167,1.0,0.0,5.0,176.0,167,14,180,53
Robert Carswell,11.0,72,214,4.59,34.0,21.0,106.0,7.14,4.18,2001,31.0,7,244,1.0,0.0,5.0,14.0,244,NA,NA,NA
Derek Combs,2.0,72,193,4.42,35.0,8.0,120.0,6.96,4.07,2001,23.0,7,228,1.0,0.0,1.0,2.0,228,NA,NA,NA
Colin Peek,9.0,77,254,4.93,,19.0,,,,2010,NaN,,,NaN,NaN,NaN,NaN,,,,
Jeff Walker,14.0,70,218,,,,,,,2000,NaN,,,0.0,2.0,3.0,82.0,70,NA,NA,NA
John Stamper,3.0,76,265,4.98,36.5,24.0,112.0,7.35,4.22,2002,17.0,6,193,1.0,1.0,2.0,24.0,193,NA,NA,NA
Rodrique Wright,5.0,77,300,5.08,32.0,31.0,110.0,7.84,4.51,2006,18.0,7,226,1.0,1.0,4.0,16.0,226,5,51,85
Sefo Liufau,8.0,75,232,5.08,27.0,,105.0,7.32,4.45,2017,NaN,,,NaN,NaN,NaN,NaN,,,,
Bear Pascoe,9.0,77,251,4.89,26.5,,107.0,7.65,4.55,2009,4.0,6,184,0.0,6.0,8.0,56.0,184,12,177,53
Juaquin Iglesias,0.0,73,210,4.44,34.5,,116.0,,4.4,2009,26.0,3,99,0.0,3.0,0.0,10.0,99,14,111,66
Chris Moore,0.0,73,206,4.53,37.0,10.0,130.0,6.76,4.2,2016,1.0,4,107,0.0,3.0,0.0,69.0,107,7,46,82
Sedrick Hodge,6.0,76,244,4.49,32.0,21.0,120.0,,4.09,2001,27.0,3,70,1.0,4.0,9.0,28.0,70,NA,NA,NA
Darius Hanks,0.0,72,184,4.52,34.0,11.0,117.0,,,2012,NaN,,,NaN,NaN,NaN,NaN,,,,
Darrell Daniels,9.0,75,247,4.55,32.0,17.0,116.0,7.09,4.47,2017,NaN,,,NaN,NaN,8.0,35.0,NA,20,290,37
Casey Moore,15.0,74,240,4.65,32.5,22.0,114.0,7.29,4.26,2003,9.0,7,247,0.0,5.0,1.0,20.0,247,NA,NA,NA
Kevin Youngblood,0.0,76,213,4.64,34.0,,,,,2004,NaN,,,NaN,NaN,NaN,NaN,,,,
Marc Colombo,4.0,80,313,5.27,29.5,30.0,101.0,7.65,4.6,2002,26.0,1,29,0.0,2.0,3.0,37.0,29,NA,NA,NA
Zack Bowman,1.0,72,197,4.39,30.5,18.0,122.0,7.1,4.21,2008,26.0,5,142,NaN,NaN,NaN,NaN,,,,
Justin Cole,6.0,75,242,4.76,34.5,22.0,117.0,7.13,4.42,2010,NaN,,,NaN,NaN,NaN,NaN,,,,
Jovan Haye,3.0,74,284,4.74,34.0,33.0,110.0,7.38,4.35,2005,9.0,6,189,1.0,1.0,2.0,75.0,NA,9,76,78
Frank Gore,2.0,69,217,4.58,,,,,,2005,4.0,3,65,0.0,5.0,1.0,71.0,65,9,93,73
Rick Leonard,4.0,79,311,,,19.0,,,,2018,NaN,,,0.0,2.0,3.0,5.0,127,23,285,37
Sidney Jones,1.0,72,186,4.47,33.5,,123.0,7.02,4.28,2017,8.0,2,43,1.0,0.0,6.0,35.0,43,10,65,79
Kevin Kolb,8.0,75,218,4.85,32.5,,112.0,6.94,4.44,2007,8.0,2,36,0.0,7.0,11.0,78.0,36,6,99,71
Chris Redman,8.0,75,222,5.37,26.5,,98.0,7.8,4.78,2000,1.0,3,75,0.0,7.0,11.0,22.0,75,NA,NA,NA
Anthony Herrera,7.0,74,315,5.2,,,,,,2004,NaN,,,NaN,NaN,NaN,NaN,,,,
Kevin Smith,2.0,73,217,4.53,32.0,,120.0,6.74,4.49,2008,15.0,3,64,0.0,5.0,5.0,17.0,17,NA,NA,NA
Omar Easy,15.0,73,244,4.53,40.0,21.0,123.0,7.25,4.12,2002,29.0,4,107,0.0,5.0,1.0,15.0,107,NA,NA,NA
Dax Swanson,1.0,70,186,4.56,33.0,15.0,122.0,,,2013,NaN,,,NaN,NaN,NaN,NaN,,,,
Chris Hairston,4.0,78,326,5.38,29.0,33.0,96.0,7.9,4.7,2011,7.0,4,122,0.0,2.0,3.0,14.0,122,11,120,67
Mario Edwards,1.0,72,191,4.46,,,120.0,,,2000,14.0,6,180,1.0,0.0,5.0,5.0,180,NA,NA,NA
Michael Joseph,1.0,73,181,,34.0,17.0,,6.89,4.2,2018,NaN,,,NaN,NaN,6.0,185.0,NA,34,230,46
Pete McMahon,4.0,80,329,5.43,27.0,26.0,92.0,7.97,4.8,2005,NaN,,,0.0,2.0,3.0,23.0,214,17,221,51
Rashard Anderson,1.0,74,206,4.55,34.0,,123.0,7.18,4.15,2000,9.0,1,23,1.0,0.0,5.0,120.0,23,NA,NA,NA
P.J. Alexander,7.0,76,299,5.38,29.5,,102.0,7.9,4.73,2002,NaN,,,NaN,NaN,NaN,NaN,,,,
Thomas Brown,2.0,68,204,4.51,36.0,25.0,128.0,7.17,,2008,21.0,6,172,0.0,5.0,1.0,7.0,172,14,137,61
Justin Britt,4.0,78,325,5.19,27.5,23.0,100.0,8.14,4.69,2014,0.0,2,64,0.0,2.0,3.0,50.0,64,17,215,45
Myron Rolle,12.0,74,215,4.59,36.0,21.0,124.0,6.94,4.15,2010,NaN,,,1.0,0.0,12.0,5.0,207,15,NA,50
Rishard Matthews,0.0,72,217,4.54,36.0,20.0,,6.88,4.19,2012,18.0,7,227,0.0,3.0,0.0,83.0,227,24,164,55
Sherrod Martin,1.0,73,198,4.43,36.0,12.0,123.0,6.6,3.98,2009,9.0,2,59,1.0,0.0,6.0,113.0,59,8,61,79
Kevin Williams,3.0,77,304,4.81,30.0,23.0,112.0,7.66,5.04,2003,3.0,1,9,1.0,0.0,0.0,71.0,46,NA,NA,NA
Deon Simon,5.0,76,321,5.12,29.5,35.0,105.0,7.92,4.76,2015,25.0,7,223,1.0,1.0,4.0,134.0,223,24,267,38
K.D. Cannon,0.0,71,182,4.41,37.0,13.0,119.0,,,2017,NaN,,,NaN,NaN,NaN,NaN,,,,
William Moore,12.0,72,221,4.49,37.0,16.0,123.0,6.81,4.26,2009,21.0,2,55,1.0,0.0,12.0,50.0,55,3,57,81
Brad Bedell,7.0,76,302,5.07,31.5,17.0,103.0,7.76,4.58,2000,2.0,6,206,0.0,2.0,7.0,34.0,206,NA,NA,NA
Vince Wilfork,5.0,73,323,5.08,,36.0,,,,2004,19.0,1,21,1.0,1.0,4.0,8.0,21,1,11,97
Jarriel King,4.0,77,317,5.03,30.0,23.0,114.0,7.6,4.77,2011,NaN,,,NaN,NaN,3.0,24.0,NA,26,309,31
Ryan Tannehill,8.0,76,221,4.65,,,,,,2012,18.0,1,8,0.0,7.0,11.0,17.0,8,3,12,94
Nick Perry,3.0,75,271,4.55,38.5,35.0,124.0,7.25,4.66,2012,5.0,1,28,1.0,1.0,2.0,3.0,28,6,38,88
Brian Young,3.0,74,278,4.94,29.5,27.0,106.0,7.2,4.47,2000,24.0,5,139,1.0,1.0,2.0,84.0,139,NA,NA,NA
Donald Brown,2.0,70,210,4.46,41.5,,125.0,6.93,4.1,2009,22.0,1,27,0.0,5.0,1.0,61.0,27,3,30,89
Ronald Darby,1.0,71,193,4.38,41.5,12.0,129.0,6.94,4.14,2015,7.0,2,50,1.0,0.0,6.0,5.0,50,8,60,80
Christian Thompson,11.0,72,211,4.42,31.5,18.0,122.0,7.33,4.13,2012,1.0,4,130,1.0,0.0,12.0,114.0,130,17,200,45
Kyle Allamon,9.0,74,253,4.97,29.0,,104.0,7.29,4.49,2000,NaN,,,NaN,NaN,NaN,NaN,,,,
Joe Looney,7.0,75,309,5.02,,26.0,,,,2012,4.0,4,117,0.0,2.0,7.0,62.0,117,7,88,72
Adrian Moten,6.0,74,228,4.53,31.0,18.0,114.0,7.05,4.21,2011,NaN,,,NaN,NaN,10.0,38.0,NA,18,282,34
Haason Reddick,6.0,73,237,4.52,36.5,24.0,133.0,7.01,4.37,2017,11.0,1,13,1.0,4.0,13.0,80.0,13,2,11,92
Matt Allen,14.0,75,246,,,,,,,2001,NaN,,,NaN,NaN,NaN,NaN,,,,
Jeff Chandler,16.0,74,218,5.0,,,,,,2002,4.0,4,102,2.0,9.0,17.0,4.0,102,NA,NA,NA
Joey Thomas,1.0,73,195,4.44,38.5,17.0,122.0,6.82,3.88,2004,5.0,3,70,1.0,0.0,5.0,167.0,70,9,61,80
DeAngelo Lloyd,3.0,77,264,4.88,,15.0,,,,2001,NaN,,,NaN,NaN,NaN,NaN,,,,
Charles Walker,5.0,74,310,4.96,28.0,25.0,107.0,7.89,4.96,2017,NaN,,,NaN,NaN,4.0,10.0,NA,19,204,49
Justin Evans,12.0,72,199,,,14.0,,,,2017,17.0,2,50,1.0,0.0,12.0,17.0,50,9,92,74
Chris White,10.0,75,240,4.65,34.0,17.0,115.0,6.95,4.25,2011,7.0,6,169,1.0,1.0,13.0,30.0,169,12,224,43
Marvin Jones,0.0,74,199,4.46,33.0,22.0,112.0,6.81,4.11,2012,12.0,5,166,0.0,3.0,9.0,5.0,4,NA,NA,NA
Damione Lewis,5.0,75,293,4.9,,22.0,,,,2001,24.0,1,12,1.0,1.0,4.0,71.0,12,NA,NA,NA
William Bartee,1.0,73,192,4.43,38.5,,124.0,6.7,3.99,2000,29.0,2,54,1.0,0.0,5.0,10.0,54,NA,NA,NA
Brandon Moore-02,5.0,75,293,5.26,25.5,32.0,96.0,7.84,4.64,2002,NaN,,,NaN,NaN,NaN,NaN,,,,
Dwayne Allen,9.0,75,255,4.85,32.0,27.0,110.0,7.12,4.37,2012,22.0,3,64,0.0,6.0,8.0,14.0,64,2,55,83
K.J. Malone,20.0,76,303,5.34,29.5,15.0,103.0,,,2018,NaN,,,NaN,NaN,7.0,1.0,NA,19,316,33
Kasey Studdard,7.0,74,303,5.18,,32.0,,,,2007,16.0,6,183,0.0,2.0,7.0,16.0,183,16,294,31
Brian Hoyer,8.0,74,215,5.02,32.0,,109.0,7.1,4.42,2009,NaN,,,NaN,NaN,11.0,0.0,NA,5,135,60
Kyle Link,4.0,77,305,5.45,,19.0,,,,2009,NaN,,,NaN,NaN,NaN,NaN,,,,
Kurt Sigler,13.0,77,306,5.84,24.0,,93.0,8.09,4.63,2004,NaN,,,NaN,NaN,NaN,NaN,,,,
Keith Jackson-02,5.0,72,305,5.05,30.0,33.0,,7.65,4.56,2007,24.0,7,248,NaN,NaN,NaN,NaN,,,,
Kentrell Curry,11.0,73,201,4.6,34.5,17.0,127.0,,,2004,NaN,,,NaN,NaN,NaN,NaN,,,,
Paul Smith-02,8.0,73,208,4.95,26.5,,111.0,7.02,4.29,2008,NaN,,,NaN,NaN,NaN,NaN,,,,
Bradley Pinion,14.0,77,229,5.18,,,,,,2015,4.0,5,165,2.0,8.0,15.0,14.0,165,4,340,31
Aaron Mellette,0.0,74,217,4.54,33.5,9.0,123.0,7.11,4.41,2013,1.0,7,238,0.0,3.0,0.0,127.0,238,18,161,58
Casey Hampton,5.0,73,314,5.25,,34.0,,,,2001,6.0,1,19,1.0,1.0,4.0,16.0,19,NA,NA,NA
Kevin Williams,3.0,77,304,4.81,30.0,23.0,112.0,7.66,5.04,2003,3.0,1,9,0.0,5.0,1.0,27.0,126,NA,NA,NA
Terrence Wheatley,1.0,70,187,4.37,36.5,17.0,128.0,6.74,4.17,2008,19.0,2,62,1.0,0.0,6.0,34.0,62,16,95,71
Stephen Weatherly,6.0,76,267,4.61,31.0,23.0,117.0,,,2016,3.0,7,227,1.0,4.0,10.0,75.0,227,15,190,54
Brandon Lloyd,0.0,72,184,4.62,36.0,,,,,2003,4.0,4,124,0.0,3.0,0.0,45.0,124,NA,NA,NA
Shelley Smith,7.0,75,300,5.03,34.0,26.0,112.0,7.67,4.71,2010,16.0,6,187,0.0,2.0,7.0,76.0,187,8,NA,57
Dorien Bryant,0.0,70,174,4.49,,,119.0,6.88,4.24,2008,NaN,,,NaN,NaN,NaN,NaN,,,,
Vance Walker,5.0,74,304,5.32,33.0,29.0,,,,2009,21.0,7,210,1.0,1.0,4.0,44.0,210,16,175,53
Junius Coston,13.0,75,310,5.31,29.5,21.0,102.0,7.93,4.56,2005,5.0,5,143,0.0,2.0,14.0,153.0,143,8,214,52
Na'il Diggs,6.0,76,231,4.66,,,,,,2000,5.0,4,98,1.0,4.0,9.0,2.0,98,NA,NA,NA
B.J. Finney,13.0,76,318,5.25,24.0,20.0,99.0,,4.76,2015,NaN,,,NaN,NaN,18.0,40.0,NA,3,126,63
Ricky Williams,2.0,67,190,4.47,32.5,19.0,110.0,,,2002,NaN,,,0.0,5.0,1.0,16.0,5,NA,NA,NA
Matt Johnson,7.0,76,345,5.56,28.0,35.0,99.0,8.07,4.99,2000,NaN,,,1.0,0.0,12.0,119.0,135,72,NA,30
Jimmy Pruitt,1.0,72,198,4.73,32.0,19.0,117.0,,,2016,NaN,,,NaN,NaN,NaN,NaN,,,,
Eric Green,1.0,71,198,4.52,38.0,,120.0,,3.9,2005,11.0,3,75,1.0,0.0,5.0,12.0,75,8,48,86
Mark Baniewicz,4.0,78,312,5.34,28.0,20.0,96.0,7.72,4.73,2000,NaN,,,0.0,2.0,3.0,48.0,247,NA,NA,NA
Danny Isidora,7.0,75,306,5.03,29.0,26.0,94.0,8.13,4.9,2017,3.0,5,180,0.0,2.0,7.0,8.0,180,12,214,48
Stefphon Jefferson,2.0,70,213,4.68,31.0,15.0,117.0,6.97,4.44,2013,NaN,,,NaN,NaN,NaN,NaN,,,,
Zach Tuiasosopo,15.0,74,249,5.0,25.5,19.0,100.0,7.57,4.67,2005,NaN,,,NaN,NaN,16.0,0.0,NA,8,296,37
Michael Clayton,0.0,75,209,4.67,32.5,,116.0,6.77,4.09,2004,17.0,1,15,0.0,3.0,0.0,1.0,15,6,23,92
Reggie Brown,0.0,74,196,4.45,41.5,,128.0,6.99,3.94,2005,8.0,2,35,0.0,3.0,0.0,7.0,35,6,37,88
Sean Tufts,6.0,76,242,4.61,34.5,21.0,118.0,6.94,3.94,2004,9.0,6,196,1.0,4.0,9.0,34.0,196,15,293,39
Daniel Thomas,2.0,72,230,4.62,,21.0,,,,2011,18.0,2,62,0.0,5.0,1.0,40.0,62,4,70,78
Pete Campion,7.0,76,307,5.26,25.5,30.0,88.0,7.96,4.81,2002,NaN,,,0.0,2.0,7.0,111.0,213,NA,NA,NA
Dwight Freeney,3.0,73,266,4.48,,28.0,,,,2002,22.0,1,11,1.0,1.0,2.0,48.0,11,NA,NA,NA
Quinn Pitcock,5.0,74,299,4.93,34.0,,112.0,,,2007,22.0,3,98,1.0,1.0,4.0,2.0,98,7,83,75
Kevin Beard,0.0,72,180,4.46,31.0,,113.0,,,2004,NaN,,,NaN,NaN,NaN,NaN,,,,
Chilo Rachal,7.0,77,315,5.16,25.5,28.0,108.0,8.01,5.14,2008,4.0,2,39,0.0,2.0,7.0,3.0,39,2,65,81
Kyle Loomis,14.0,74,221,5.08,,,,,,2015,NaN,,,NaN,NaN,15.0,154.0,NA,1,248,40
Darron Thomas,8.0,75,220,4.77,36.0,14.0,121.0,7.17,4.28,2012,NaN,,,NaN,NaN,NaN,NaN,,,,
Kwon Alexander,6.0,73,227,4.55,36.0,24.0,121.0,7.14,4.2,2015,17.0,4,124,1.0,4.0,10.0,1.0,124,10,92,70
Jerome Collins,9.0,76,267,4.71,,21.0,118.0,,,2005,24.0,5,144,0.0,6.0,8.0,11.0,144,10,190,57
Kendall Hunter,2.0,67,199,4.46,35.0,24.0,122.0,6.74,4.21,2011,4.0,4,115,0.0,5.0,1.0,33.0,115,5,83,76
Roderick Green,3.0,74,245,4.7,34.5,21.0,129.0,7.26,4.04,2004,1.0,5,153,1.0,4.0,2.0,161.0,153,14,191,55
James Williams,0.0,71,180,4.59,36.0,,123.0,7.22,4.16,2000,0.0,6,175,0.0,5.0,5.0,56.0,16,NA,NA,NA
Shaun Alexander,2.0,72,218,4.58,,,,,,2000,0.0,1,19,0.0,5.0,1.0,6.0,19,NA,NA,NA
Johnnie Troutman,7.0,76,325,5.52,27.5,31.0,,7.96,5.0,2012,31.0,5,149,0.0,2.0,7.0,15.0,149,22,NA,32
Fred Warner,6.0,75,236,4.64,38.5,21.0,119.0,6.9,4.28,2018,NaN,,,1.0,4.0,13.0,55.0,70,4,98,71
Jarvis Jenkins,5.0,76,310,5.03,26.5,17.0,98.0,7.42,4.83,2011,28.0,2,41,1.0,1.0,4.0,14.0,41,10,73,78
DeMarco McNeil,5.0,73,310,5.32,,,,,,2004,NaN,,,NaN,NaN,NaN,NaN,,,,
Chris Kemoeatu,7.0,75,344,5.34,29.0,26.0,98.0,7.75,4.54,2005,6.0,6,204,0.0,2.0,7.0,32.0,204,3,74,79
Dexter Davis,6.0,73,244,4.62,35.0,25.0,109.0,7.08,4.3,2010,0.0,7,236,1.0,0.0,5.0,14.0,86,NA,NA,NA
Louis Trinca-Pasat,5.0,73,290,4.96,32.0,,105.0,7.4,4.3,2015,NaN,,,NaN,NaN,4.0,23.0,NA,19,210,46
Preston Parker,0.0,71,199,4.59,35.0,16.0,117.0,,4.16,2010,NaN,,,NaN,NaN,NaN,NaN,,,,
Devine Redding,2.0,68,205,4.76,30.5,16.0,116.0,7.18,4.46,2017,NaN,,,NaN,NaN,1.0,85.0,NA,26,274,39
Mike Sims-Walker,0.0,74,209,4.35,36.5,18.0,121.0,6.92,4.39,2007,20.0,3,79,0.0,3.0,NaN,NaN,,,,
Ahtyba Rubin,5.0,75,315,5.2,28.0,35.0,106.0,8.05,5.0,2008,2.0,6,190,1.0,1.0,4.0,86.0,190,11,103,69
Mike Scifres,14.0,74,236,4.91,,,,,,2003,31.0,5,149,2.0,8.0,15.0,212.0,149,NA,NA,NA
Braxston Cave,13.0,75,303,5.33,25.5,,98.0,7.81,4.71,2013,NaN,,,NaN,NaN,NaN,NaN,,,,
Bobby Blizzard,9.0,76,266,4.89,,12.0,102.0,,,2004,NaN,,,NaN,NaN,NaN,NaN,,,,
Jared Crick,3.0,76,279,4.91,31.0,,104.0,7.47,4.4,2012,16.0,4,126,1.0,1.0,2.0,19.0,126,15,133,62
Earl Thomas,1.0,70,208,4.43,,21.0,113.0,,,2010,0.0,1,14,1.0,0.0,8.0,78.0,135,NA,NA,NA
Duke Ihenacho,12.0,72,213,4.67,35.0,20.0,122.0,6.78,4.22,2012,NaN,,,NaN,NaN,12.0,88.0,NA,21,231,39
Peter Konz,13.0,77,314,5.16,,18.0,,,,2012,21.0,2,55,0.0,2.0,14.0,64.0,55,1,41,87
Jimmy Williams-02,1.0,74,213,4.44,,,,,,2006,21.0,2,37,NaN,NaN,NaN,NaN,,,,
Sultan McCullough,2.0,71,202,4.49,,27.0,,,,2003,NaN,,,NaN,NaN,NaN,NaN,,,,
Bill Bentley,1.0,70,182,4.42,31.5,13.0,114.0,6.99,4.5,2012,15.0,3,85,1.0,0.0,NaN,NaN,,,,
Kay-Jay Harris,2.0,72,241,4.56,38.0,,122.0,7.2,4.1,2005,NaN,,,NaN,NaN,1.0,46.0,NA,8,85,76
Dean Marlowe,11.0,73,203,4.58,33.5,16.0,114.0,7.0,4.18,2015,NaN,,,NaN,NaN,12.0,149.0,NA,18,257,39
Dave Ball,3.0,77,277,5.07,,24.0,,,,2004,31.0,5,133,1.0,1.0,2.0,27.0,133,8,74,78
